날짜,시도,측정소명,측정소코드,아황산가스,일산화탄소,오존,이산화질소,PM10,PM2.5
2020-10-09 05,부산 중구,광복동,221112,.003,.3,.042,.004,24,5
2020-10-09 06,부산 중구,광복동,221112,.003,.3,.042,.005,32,6
2020-10-09 07,부산 중구,광복동,221112,.004,.3,.039,.007,30,7
2020-10-09 08,부산 중구,광복동,221112,.003,.3,.037,.009,34,10
2020-10-09 09,부산 중구,광복동,221112,.003,.3,.039,.008,41,13
2020-10-09 10,부산 중구,광복동,221112,.003,.3,.039,.009,42,12
2020-10-09 11,부산 중구,광복동,221112,.004,.3,.04,.009,50,11
2020-10-09 12,부산 중구,광복동,221112,.004,.3,.041,.009,50,7
2020-10-09 13,부산 중구,광복동,221112,.003,.3,.044,.006,48,7
2020-10-09 14,부산 중구,광복동,221112,.003,.3,.043,.007,45,11
2020-10-09 15,부산 중구,광복동,221112,.002,.3,.041,.008,41,10
2020-10-09 16,부산 중구,광복동,221112,.002,.3,.039,.008,43,8
2020-10-09 17,부산 중구,광복동,221112,.002,.3,.041,.008,35,10
2020-10-09 18,부산 중구,광복동,221112,.002,.3,.042,.007,40,10
2020-10-09 19,부산 중구,광복동,221112,.002,.3,.041,.008,37,5
2020-10-09 20,부산 중구,광복동,221112,.002,.3,.043,.006,32,17
2020-10-09 21,부산 중구,광복동,221112,.003,.4,.041,.007,33,16
2020-10-09 22,부산 중구,광복동,221112,.003,.3,.042,.007,36,8
2020-10-09 23,부산 중구,광복동,221112,.002,.3,.044,.006,29,15
2020-10-09 24,부산 중구,광복동,221112,.002,.3,.044,.005,34,5
2020-10-10 01,부산 중구,광복동,221112,.002,.3,.046,.004,34,9
2020-10-10 02,부산 중구,광복동,221112,.002,.3,.046,.003,24,11
2020-10-10 03,부산 중구,광복동,221112,.002,.3,.046,.003,24,10
2020-10-10 04,부산 중구,광복동,221112,.002,.3,.047,.003,26,8
2020-10-10 05,부산 중구,광복동,221112,.002,.3,.046,.003,21,6
2020-10-10 06,부산 중구,광복동,221112,.002,.3,.045,.004,22,6
2020-10-10 07,부산 중구,광복동,221112,.002,.3,.042,.006,25,8
2020-10-10 08,부산 중구,광복동,221112,.003,.4,.039,.008,22,10
2020-10-10 09,부산 중구,광복동,221112,.003,.4,.037,.01,23,11
2020-10-10 10,부산 중구,광복동,221112,.003,.4,.036,.01,37,15
2020-10-10 11,부산 중구,광복동,221112,.003,.4,.039,.009,33,18
2020-10-10 12,부산 중구,광복동,221112,.003,.4,.04,.008,32,4
2020-10-10 13,부산 중구,광복동,221112,.003,.4,.041,.007,35,6
2020-10-10 14,부산 중구,광복동,221112,.002,.4,.042,.006,36,11
2020-10-10 15,부산 중구,광복동,221112,.003,.4,.042,.007,27,13
2020-10-10 16,부산 중구,광복동,221112,.003,.4,.041,.008,30,12
2020-10-10 17,부산 중구,광복동,221112,.003,.4,.031,.014,34,15
2020-10-10 18,부산 중구,광복동,221112,.002,.3,.039,.01,33,8
2020-10-10 19,부산 중구,광복동,221112,.003,.4,.032,.014,31,8
2020-10-10 20,부산 중구,광복동,221112,.003,.4,.039,.008,33,16
2020-10-10 21,부산 중구,광복동,221112,.002,.4,.039,.007,23,9
2020-10-10 22,부산 중구,광복동,221112,.003,.3,.04,.007,22,11
2020-10-10 23,부산 중구,광복동,221112,.002,.3,.039,.007,21,11
2020-10-10 24,부산 중구,광복동,221112,.002,.3,.041,.005,25,11
2020-10-11 01,부산 중구,광복동,221112,.002,.3,.044,.004,19,12
2020-10-11 02,부산 중구,광복동,221112,.003,.4,.041,.004,21,
2020-10-11 03,부산 중구,광복동,221112,.003,.4,.04,.005,24,
2020-10-11 04,부산 중구,광복동,221112,.003,.4,.04,.005,25,6
2020-10-11 05,부산 중구,광복동,221112,.003,.4,.038,.006,23,19
2020-10-11 06,부산 중구,광복동,221112,.003,.3,.039,.005,24,9
2020-10-11 07,부산 중구,광복동,221112,.003,.3,.039,.005,23,7
2020-10-11 08,부산 중구,광복동,221112,.003,.4,.038,.005,23,6
2020-10-11 09,부산 중구,광복동,221112,.003,.3,.038,.005,26,7
2020-10-11 10,부산 중구,광복동,221112,.003,.4,.037,.006,26,10
2020-10-11 11,부산 중구,광복동,221112,.003,.4,.034,.007,27,12
2020-10-11 12,부산 중구,광복동,221112,.003,.4,.043,.005,34,12
2020-10-11 13,부산 중구,광복동,221112,.003,.4,.046,.005,21,11
2020-10-11 14,부산 중구,광복동,221112,.003,.4,.044,.006,28,9
2020-10-11 15,부산 중구,광복동,221112,.003,.4,.039,.01,31,11
2020-10-11 16,부산 중구,광복동,221112,.003,.4,.035,.013,33,19
2020-10-11 17,부산 중구,광복동,221112,.003,.3,.032,.015,28,22
2020-10-11 18,부산 중구,광복동,221112,.003,.3,.03,.015,35,12
2020-10-11 19,부산 중구,광복동,221112,.003,.4,.025,.018,30,11
2020-10-11 20,부산 중구,광복동,221112,.003,.4,.024,.018,31,7
2020-10-11 21,부산 중구,광복동,221112,.003,.4,.018,.022,32,7
2020-10-11 22,부산 중구,광복동,221112,.003,.4,.027,.013,35,11
2020-10-11 23,부산 중구,광복동,221112,.003,.4,.027,.012,30,11
2020-10-11 24,부산 중구,광복동,221112,.006,.4,.023,.013,27,11
2020-10-12 01,부산 중구,광복동,221112,.005,.4,.013,.02,27,11
2020-10-12 02,부산 중구,광복동,221112,.004,.4,.01,.02,31,20
2020-10-12 03,부산 중구,광복동,221112,.004,.4,.021,.012,33,22
2020-10-12 04,부산 중구,광복동,221112,.003,.4,.026,.01,28,5
2020-10-12 05,부산 중구,광복동,221112,.003,.4,.029,.007,29,22
2020-10-12 06,부산 중구,광복동,221112,.003,.4,.028,.007,24,11
2020-10-12 07,부산 중구,광복동,221112,.003,.4,.028,.009,37,13
2020-10-12 08,부산 중구,광복동,221112,.003,.4,.026,.011,29,13
2020-10-12 09,부산 중구,광복동,221112,.003,.4,.032,.009,27,21
2020-10-12 10,부산 중구,광복동,221112,.003,.4,.035,.01,42,25
2020-10-12 11,부산 중구,광복동,221112,.003,.4,.033,.013,36,5
2020-10-12 12,부산 중구,광복동,221112,.003,.4,.045,.009,40,25
2020-10-12 13,부산 중구,광복동,221112,.003,.4,.049,.007,37,15
2020-10-12 14,부산 중구,광복동,221112,,,,,35,23
2020-10-12 15,부산 중구,광복동,221112,.003,.4,.051,.008,39,21
2020-10-12 16,부산 중구,광복동,221112,.003,.4,.043,.021,37,28
2020-10-12 17,부산 중구,광복동,221112,.003,.4,.045,.02,45,27
2020-10-12 18,부산 중구,광복동,221112,.003,.4,.057,.018,40,11
2020-10-12 19,부산 중구,광복동,221112,.004,.4,.059,.021,37,11
2020-10-12 20,부산 중구,광복동,221112,.004,.4,.038,.023,46,26
2020-10-12 21,부산 중구,광복동,221112,.003,.4,.026,.027,37,24
2020-10-12 22,부산 중구,광복동,221112,.003,.5,.021,.027,36,19
2020-10-12 23,부산 중구,광복동,221112,.003,.4,.019,.027,32,24
2020-10-12 24,부산 중구,광복동,221112,.003,.4,.025,.021,31,17
2020-10-13 01,부산 중구,광복동,221112,.003,.4,.027,.018,36,19
2020-10-13 02,부산 중구,광복동,221112,.003,.4,.033,.013,47,22
2020-10-13 03,부산 중구,광복동,221112,.003,.4,.038,.009,49,22
2020-10-13 04,부산 중구,광복동,221112,.003,.4,.039,.008,46,35
2020-10-13 05,부산 중구,광복동,221112,.003,.4,.037,.009,40,9
2020-10-13 06,부산 중구,광복동,221112,.003,.4,.036,.009,41,24
2020-10-13 07,부산 중구,광복동,221112,.003,.4,.031,.01,42,24
2020-10-13 08,부산 중구,광복동,221112,.003,.4,.026,.012,51,23
2020-10-13 09,부산 중구,광복동,221112,.003,.4,.023,.013,50,28
2020-10-13 10,부산 중구,광복동,221112,.003,.4,.026,.013,44,17
2020-10-13 11,부산 중구,광복동,221112,.003,.4,.029,.013,38,19
2020-10-13 12,부산 중구,광복동,221112,.003,.4,.037,.011,44,10
2020-10-13 13,부산 중구,광복동,221112,.003,.4,.042,.009,38,19
2020-10-13 14,부산 중구,광복동,221112,.003,.4,.047,.008,34,5
2020-10-13 15,부산 중구,광복동,221112,.003,.3,.046,.01,30,9
2020-10-13 16,부산 중구,광복동,221112,.003,.3,.042,.017,38,7
2020-10-13 17,부산 중구,광복동,221112,.003,.4,.046,.018,35,24
2020-10-13 18,부산 중구,광복동,221112,.003,.4,.044,.025,34,10
2020-10-13 19,부산 중구,광복동,221112,.003,.4,.038,.023,38,17
2020-10-13 20,부산 중구,광복동,221112,.003,.4,.04,.014,51,30
2020-10-13 21,부산 중구,광복동,221112,.003,.4,.031,.013,40,18
2020-10-13 22,부산 중구,광복동,221112,.003,.4,.023,.017,33,13
2020-10-13 23,부산 중구,광복동,221112,.003,.4,.022,.016,33,16
2020-10-13 24,부산 중구,광복동,221112,.003,.4,.023,.013,31,8
2020-10-14 01,부산 중구,광복동,221112,.002,.4,.025,.012,30,10
2020-10-14 02,부산 중구,광복동,221112,.002,.4,.026,.011,26,11
2020-10-14 03,부산 중구,광복동,221112,.003,.4,.023,.012,29,16
2020-10-14 04,부산 중구,광복동,221112,.003,.3,.026,.009,27,7
2020-10-14 05,부산 중구,광복동,221112,.002,.4,.031,.008,23,9
2020-10-14 06,부산 중구,광복동,221112,.002,.3,.029,.008,20,11
2020-10-14 07,부산 중구,광복동,221112,.002,.4,.027,.01,28,18
2020-10-14 08,부산 중구,광복동,221112,.002,.4,.027,.01,22,
2020-10-14 09,부산 중구,광복동,221112,.003,.4,.021,.016,27,
2020-10-14 10,부산 중구,광복동,221112,.003,.4,.022,.018,35,8
2020-10-14 11,부산 중구,광복동,221112,.003,.4,.029,.016,58,17
2020-10-14 12,부산 중구,광복동,221112,.003,.4,.04,.011,62,15
2020-10-14 13,부산 중구,광복동,221112,.003,.4,.048,.007,37,20
2020-10-14 14,부산 중구,광복동,221112,.003,.4,.049,.008,27,15
2020-10-14 15,부산 중구,광복동,221112,.003,.4,.052,.009,35,12
2020-10-14 16,부산 중구,광복동,221112,.004,.4,.053,.014,31,13
2020-10-14 17,부산 중구,광복동,221112,.004,.4,.057,.012,43,16
2020-10-14 18,부산 중구,광복동,221112,.003,.4,.057,.01,38,13
2020-10-14 19,부산 중구,광복동,221112,.003,.5,.038,.019,40,12
2020-10-14 20,부산 중구,광복동,221112,.003,.5,.028,.021,43,16
2020-10-14 21,부산 중구,광복동,221112,.003,.5,.03,.019,40,11
