,blueWins,blueTowerKills,blueFirstInhibitor,blueInhibitorKills,blueObjectDamageDealt,blueDeath,blueKills,blueDragonKills
2862,0,0,0,0,7419,35,15,0
2863,0,0,0,0,14323,14,7,0
2864,0,4,1,1,40183,29,28,1
2865,0,2,0,0,20997,30,10,0
2866,1,4,0,0,41203,13,26,2
2867,1,9,1,2,66318,30,43,4
2868,1,11,1,3,79996,26,47,2
2869,0,8,1,1,56283,47,49,2
2870,1,4,1,2,8117,51,68,0
2871,0,0,0,0,1943,47,24,0
2872,1,9,1,2,65170,8,18,2
2873,1,9,1,1,50427,14,30,0
2874,1,3,0,0,30251,14,24,2
2875,1,5,0,0,72773,21,32,1
2876,0,1,0,0,14854,40,20,0
2877,1,3,0,0,62020,10,23,3
2878,1,9,1,1,77550,17,40,2
2879,0,0,0,0,9144,43,19,0
2880,0,3,0,0,27408,36,18,2
2881,0,3,0,0,19673,39,27,0
2882,1,8,1,1,72850,25,38,1
2883,0,1,0,0,21936,15,7,1
2884,0,2,0,0,19600,34,15,0
2885,1,7,1,1,57357,20,29,3
2886,0,1,0,0,3391,29,5,0
2887,0,0,0,0,11974,35,14,1
2888,1,4,1,1,8354,36,45,0
2889,0,0,0,0,2396,32,13,0
2890,0,0,0,0,10286,28,5,0
2891,1,7,1,1,61436,46,50,1
2892,0,3,0,0,32958,25,17,2
2893,1,10,1,1,65194,34,40,3
2894,0,2,0,0,24109,31,18,0
2895,0,1,0,0,28063,40,19,0
2896,0,0,0,0,8232,29,8,0
2897,1,4,1,3,7031,38,43,0
2898,0,2,0,0,23453,61,35,1
2899,0,2,0,0,4344,53,52,0
2900,1,3,0,0,38963,7,23,1
2901,0,3,0,0,17811,43,23,0
2902,0,0,0,0,1655,8,8,0
2903,1,8,1,1,45217,21,39,1
2904,1,4,0,0,54589,13,34,3
2905,0,0,0,0,7363,23,6,0
2906,1,3,0,0,20000,6,22,1
2907,0,2,0,0,21872,57,19,0
2908,1,2,0,0,30727,13,21,1
2909,0,3,0,1,7941,68,62,0
2910,0,2,0,0,30018,36,18,0
2911,0,2,0,0,27261,26,18,1
2912,1,7,1,1,37851,19,28,1
2913,0,2,0,0,16161,22,11,0
2914,1,6,0,0,27036,7,19,0
2915,0,4,0,0,56885,36,26,1
2916,0,0,0,0,10616,30,10,0
2917,0,2,0,1,5040,31,31,0
2918,1,10,0,1,99693,35,43,2
2919,0,0,0,0,10515,11,1,0
2920,1,7,0,1,61786,28,30,2
2921,0,0,0,0,1825,39,14,0
2922,0,1,0,0,15107,51,26,0
2923,0,4,0,0,41104,42,26,1
2924,1,4,0,0,40008,15,30,3
2925,1,7,1,2,37305,12,27,0
2926,1,4,1,1,8049,26,27,0
2927,1,4,1,1,3721,48,56,0
2928,1,7,0,1,119917,31,36,4
2929,0,2,0,0,35915,41,28,1
2930,1,2,0,0,22721,9,17,2
2931,1,9,1,2,75994,16,33,3
2932,1,3,0,0,26669,12,28,1
2933,0,1,0,0,14636,40,21,1
2934,0,1,0,0,19188,30,15,1
2935,0,6,0,0,67455,40,37,2
2936,0,1,0,0,30193,16,6,0
2937,0,4,0,0,26933,37,21,0
2938,0,2,0,0,20176,28,12,0
2939,0,1,0,0,18439,23,10,1
2940,0,3,0,0,41821,25,19,0
2941,0,2,0,0,4964,67,53,0
2942,0,0,0,0,3624,26,8,0
2943,1,9,1,1,57564,22,28,1
2944,1,4,1,2,9401,43,45,0
2945,1,2,0,0,21540,9,16,1
2946,0,1,0,0,2983,34,29,0
2947,1,4,0,0,37811,9,24,1
2948,1,3,0,0,42088,13,25,1
2949,0,1,0,0,18833,17,10,0
2950,1,8,0,1,69160,40,47,1
2951,0,1,0,0,24858,28,14,0
2952,1,5,0,0,62813,16,26,2
2953,1,4,0,0,38684,5,17,1
2954,0,1,0,0,13670,17,4,0
2955,0,1,0,0,51375,40,18,1
2956,0,0,0,0,388,60,52,0
2957,0,6,1,2,61808,44,39,2
2958,1,6,1,1,40833,15,26,1
2959,1,6,1,1,41716,17,28,1
2960,0,1,0,0,2308,51,31,0
2961,0,2,0,1,5242,88,82,0
2962,1,4,0,0,28914,6,27,2
2963,1,3,0,0,29577,7,22,2
2964,0,2,0,0,27450,29,15,1
2965,0,1,0,0,18859,35,26,1
2966,1,4,1,2,7862,57,72,0
2967,0,2,0,0,3599,43,30,0
2968,0,1,0,0,6133,28,10,0
2969,1,3,0,0,18957,11,23,0
2970,1,4,0,2,10570,43,43,0
2971,0,2,0,0,21513,46,30,1
2972,0,2,0,0,30571,35,30,0
2973,1,9,1,3,92418,31,29,3
2974,0,5,0,0,52510,22,13,2
2975,0,2,0,0,31331,37,16,0
2976,1,8,1,2,98496,29,38,2
2977,1,9,1,1,62885,15,23,2
2978,1,5,0,0,54602,17,27,2
2979,1,9,1,2,54883,24,42,1
2980,0,2,0,0,21736,27,9,1
2981,0,3,0,0,28023,35,29,0
2982,0,1,0,0,31375,32,20,0
2983,1,4,1,3,10286,54,68,0
2984,0,5,0,0,60047,33,26,3
2985,1,5,0,0,46067,14,35,2
2986,1,10,1,2,100555,23,34,1
2987,0,3,0,0,20228,23,7,0
2988,0,4,0,0,42732,36,21,0
2989,0,0,0,0,25997,45,27,0
2990,0,6,1,1,62450,29,20,2
2991,0,6,0,1,110597,30,42,5
2992,1,9,1,1,81007,21,28,3
2993,0,2,0,0,37420,35,27,1
2994,0,0,0,0,6777,27,9,0
2995,0,3,0,0,27505,36,22,1
2996,0,8,0,0,64162,38,34,3
2997,1,6,1,1,65021,23,36,2
2998,0,2,0,0,26423,31,18,0
2999,0,0,0,0,0,41,32,0
3000,0,1,0,0,15516,26,14,0
3001,0,4,0,0,52168,34,24,0
3002,0,3,0,0,19626,19,6,0
3003,1,8,1,1,89081,11,31,2
3004,0,1,0,0,16628,38,10,0
3005,0,3,0,0,27872,40,31,0
3006,1,5,0,0,25535,8,20,0
3007,1,8,1,1,41739,12,22,2
3008,1,9,1,1,60961,20,33,2
3009,1,6,0,0,61585,13,27,3
3010,1,2,0,0,22056,13,26,1
3011,0,0,0,0,1060,51,32,0
3012,0,2,0,0,5103,54,52,0
3013,0,2,0,0,14980,35,15,0
3014,1,4,0,0,41261,12,33,2
3015,1,4,0,0,34575,16,28,1
3016,1,7,1,1,65735,20,37,3
3017,0,2,0,0,5775,60,48,0
3018,0,2,1,2,4919,76,74,0
3019,1,8,1,1,47729,9,26,2
3020,1,10,1,2,88086,20,23,1
3021,0,0,0,0,7698,16,6,0
3022,0,1,0,0,24189,26,14,1
3023,0,0,0,0,568,28,11,0
3024,0,0,0,0,2730,22,7,0
3025,0,0,0,0,12963,20,6,0
3026,0,0,0,0,465,42,21,0
3027,1,11,1,2,64093,28,32,0
3028,0,3,0,0,45969,28,24,1
3029,1,9,1,1,73148,10,26,2
3030,1,2,0,0,18100,4,20,1
3031,0,1,0,0,28707,25,13,3
3032,1,4,1,2,9275,35,48,0
3033,0,5,0,0,58489,31,29,2
3034,0,2,0,0,16679,37,22,0
3035,0,0,0,0,14301,39,18,0
3036,1,9,1,2,51501,13,26,1
3037,0,0,0,0,1400,40,35,0
3038,1,4,0,0,29101,4,29,1
3039,0,2,0,0,29323,25,14,2
3040,1,7,1,1,38705,23,41,3
3041,0,1,0,0,17521,16,3,1
3042,1,3,0,0,28036,10,24,1
3043,1,4,0,0,63490,15,30,2
3044,0,0,0,0,5525,19,7,0
3045,0,1,0,0,13342,18,11,0
3046,0,1,0,0,18313,26,12,0
3047,0,0,0,0,10703,15,7,1
3048,0,0,0,0,603,45,30,0
3049,0,1,0,0,2552,40,26,0
3050,0,5,0,0,65986,32,23,2
3051,0,1,0,0,29620,31,21,1
3052,1,2,0,0,22205,5,21,1
3053,1,5,0,0,55706,21,29,2
3054,1,4,1,2,10093,68,80,0
3055,1,7,1,1,75531,26,31,2
3056,1,4,0,1,9049,55,51,0
3057,0,2,0,0,22663,22,10,0
3058,0,3,0,0,45049,34,20,2
3059,1,1,0,0,10593,8,13,1
3060,1,9,1,1,55054,26,34,3
3061,0,4,0,1,44550,43,31,1
3062,1,4,0,0,46670,31,33,2
3063,1,11,1,2,76587,38,55,4
3064,0,2,0,0,30327,35,27,1
3065,1,10,1,2,75970,24,44,2
3066,1,8,1,1,56900,20,38,3
3067,1,8,1,1,52473,23,38,1
3068,1,5,0,0,30042,5,26,2
3069,0,0,0,0,12979,23,4,1
3070,0,1,0,0,14316,28,15,0
3071,1,11,1,2,78588,13,25,3
3072,1,8,1,1,67561,16,37,2
3073,1,8,1,1,60666,26,38,2
3074,0,2,0,0,25144,22,11,0
3075,0,6,0,0,57761,35,25,1
3076,1,3,0,0,17599,7,20,1
3077,0,2,0,1,6311,43,42,0
3078,0,0,0,0,10926,22,12,0
3079,1,9,1,4,111787,40,51,1
3080,1,8,1,1,47483,17,38,1
3081,0,0,0,0,8988,25,8,0
3082,0,2,0,0,36920,22,12,1
3083,0,0,0,0,107,31,26,0
3084,1,4,1,1,10704,39,46,0
3085,1,5,0,0,52751,16,27,3
3086,1,8,1,1,72402,20,31,2
3087,0,0,0,0,7600,27,14,0
3088,1,6,0,0,36061,11,25,1
3089,1,8,0,0,61102,5,31,2
3090,0,1,0,0,13433,40,20,0
3091,1,2,0,0,24853,8,22,2
3092,0,0,0,0,13572,36,19,0
3093,0,0,0,0,929,25,4,0
3094,1,8,1,1,73253,40,43,1
3095,1,11,1,3,85061,31,35,2
3096,1,7,0,1,75039,42,47,4
3097,0,0,0,0,6262,24,8,0
3098,0,4,0,0,43771,35,32,2
3099,1,4,1,2,7812,37,48,0
3100,0,2,0,0,27674,41,34,1
3101,0,3,0,0,34953,32,21,0
3102,1,5,1,1,67690,7,21,2
3103,1,10,1,2,68944,17,27,2
3104,1,8,1,1,49979,11,26,1
3105,1,10,1,2,121815,40,46,2
3106,0,0,0,0,18744,34,25,0
3107,0,0,0,0,97,37,26,0
3108,0,8,1,2,57285,28,26,0
3109,0,0,0,0,102,34,25,0
3110,1,6,1,1,39464,27,33,2
3111,1,7,1,2,62189,18,31,2
3112,0,3,0,0,29056,28,23,1
3113,1,2,0,0,25453,10,23,1
3114,1,9,1,2,71388,17,25,2
3115,1,7,1,1,49500,18,28,1
3116,1,9,1,1,56785,17,28,1
3117,0,7,0,0,75525,25,11,3
3118,0,1,0,0,2737,32,35,0
3119,0,0,0,0,365,53,26,0
3120,0,1,0,0,14791,43,21,0
3121,1,3,0,0,34554,10,22,2
3122,0,0,0,0,25286,18,9,1
3123,0,1,0,0,11840,29,14,1
3124,1,3,0,0,27329,13,21,1
3125,1,6,1,1,37918,7,27,2
3126,0,1,0,0,4479,37,28,0
3127,0,1,0,0,2465,48,35,0
3128,1,7,1,1,46487,7,24,1
3129,1,10,1,1,47403,29,45,0
3130,0,1,0,0,13774,24,19,1
3131,1,10,1,1,89542,29,40,3
3132,1,3,0,0,28672,9,25,2
3133,1,4,1,1,9540,50,41,0
3134,0,1,0,0,2571,46,33,0
3135,1,8,1,1,53913,18,42,2
3136,1,1,0,0,7554,5,13,0
3137,0,1,0,0,5880,37,17,0
3138,0,1,0,0,15379,24,12,1
3139,1,8,1,1,47573,15,36,1
3140,1,7,0,0,32704,6,31,1
3141,1,7,1,1,44831,21,30,2
3142,1,9,1,1,38271,8,25,2
3143,0,0,0,0,5425,39,32,0
3144,0,3,0,0,30323,48,27,0
3145,1,1,0,0,14401,8,12,1
3146,1,8,1,1,44858,16,28,1
3147,1,5,0,0,40008,17,21,1
3148,0,10,1,2,71502,28,27,2
3149,0,2,0,0,35409,35,22,0
3150,0,2,1,1,6741,45,52,0
3151,1,10,1,2,73301,16,44,1
3152,1,4,0,0,29945,5,23,2
3153,0,3,1,1,8089,46,42,0
3154,0,2,0,0,21452,17,10,1
3155,1,9,1,1,68687,14,30,2
3156,1,6,1,1,61699,9,28,2
3157,1,4,0,0,32571,2,17,2
3158,1,8,1,1,73097,17,42,3
3159,0,2,0,0,16302,28,14,0
3160,1,9,1,1,63810,20,39,0
3161,1,8,0,1,59462,47,41,1
3162,1,9,1,1,77258,21,41,2
3163,0,0,0,0,7165,17,10,0
3164,0,4,0,0,52921,50,44,2
3165,1,10,1,2,83375,19,25,2
3166,0,0,0,0,1167,21,10,0
3167,0,0,0,0,0,18,17,0
3168,1,4,0,2,10605,39,51,0
3169,0,4,0,0,48407,30,26,1
3170,1,1,0,0,13473,6,7,0
3171,0,1,0,0,20053,46,25,0
3172,0,1,0,0,9062,43,13,0
3173,0,0,0,0,8685,25,20,0
3174,1,9,1,2,71526,20,29,2
3175,0,3,0,0,35963,35,17,1
3176,0,1,0,0,22998,39,15,0
3177,1,8,1,1,62037,23,40,2
3178,1,4,0,0,25409,6,28,1
3179,0,3,0,0,39320,38,26,0
3180,1,4,1,2,7763,79,71,0
3181,1,3,0,0,29027,13,23,1
3182,0,2,0,0,36261,41,23,1
3183,0,0,0,0,6827,15,11,0
3184,0,6,0,0,64772,31,34,3
3185,1,10,1,1,84712,22,27,2
3186,1,6,1,1,49134,9,25,2
3187,0,4,0,0,44731,22,19,1
3188,0,3,0,0,34706,33,25,1
3189,0,0,0,0,7203,22,8,1
3190,1,6,1,1,42967,13,26,1
3191,0,0,0,0,0,60,31,0
3192,1,5,0,0,57963,8,19,2
3193,0,1,0,0,2737,41,19,0
3194,0,1,0,0,21754,27,16,1
3195,0,0,0,0,16656,14,11,0
3196,0,3,0,0,26409,24,7,1
3197,1,3,1,1,15723,20,27,0
3198,1,4,1,1,7551,23,35,0
3199,0,1,0,0,14753,17,7,0
3200,1,6,1,1,35034,7,30,1
3201,0,6,1,2,32638,26,36,1
3202,1,0,0,0,4303,6,9,0
3203,1,7,1,1,49177,26,33,2
3204,1,6,1,1,63468,19,37,2
3205,1,4,1,1,8226,27,41,0
3206,1,9,1,1,86569,18,28,4
3207,1,6,0,0,25670,16,26,0
3208,1,7,1,1,38694,27,39,2
3209,1,9,1,1,90881,22,33,3
3210,1,3,0,0,30424,7,16,1
3211,1,8,1,1,46288,17,31,1
3212,0,2,0,0,20912,16,16,2
3213,1,8,1,2,101963,29,41,3
3214,1,3,1,1,40247,38,46,0
3215,0,4,0,0,34719,46,33,2
3216,0,3,0,0,42558,29,18,1
3217,0,0,0,0,11111,24,10,0
3218,1,7,1,1,40870,10,27,1
3219,1,10,1,2,71162,21,34,2
3220,1,11,1,3,86418,14,26,1
3221,0,1,0,0,16980,35,12,0
3222,1,8,1,1,47802,32,31,0
3223,0,1,0,0,10810,29,9,0
3224,1,4,0,0,31605,12,38,2
3225,1,3,0,0,12727,13,31,0
3226,0,0,0,0,6013,22,9,0
3227,0,0,0,0,12403,21,8,1
3228,1,3,0,0,20997,6,20,1
3229,1,7,1,1,61495,27,43,3
3230,0,2,0,0,73162,54,51,1
3231,1,5,0,0,44546,8,24,2
3232,1,8,1,1,87066,34,43,3
3233,0,0,0,0,9009,24,5,1
3234,1,4,0,0,21435,9,22,1
3235,0,1,0,0,15206,38,15,0
3236,0,0,0,0,9250,20,10,0
3237,1,5,0,0,25800,9,29,1
3238,0,8,1,3,110661,36,41,3
3239,1,0,0,0,2038,0,1,0
3240,0,0,0,0,22682,26,7,1
3241,0,8,1,2,68760,26,20,1
3242,0,3,0,0,30256,28,14,1
3243,0,2,0,0,19984,25,27,0
3244,1,4,0,0,20751,6,28,0
3245,0,5,0,0,65775,34,26,1
3246,1,2,0,0,29350,15,27,1
3247,1,3,0,0,17175,6,15,0
3248,0,2,0,0,16551,37,18,0
3249,0,2,0,0,34402,29,23,1
3250,1,2,1,1,3745,16,22,0
3251,1,10,0,2,98768,22,41,2
3252,0,1,0,0,23262,39,18,0
3253,1,0,0,0,722,1,0,0
3254,1,8,0,1,98765,27,34,4
3255,0,6,0,0,47707,29,27,0
3256,1,8,1,1,44691,11,22,1
3257,1,3,0,0,48205,15,29,3
3258,1,2,0,0,27269,9,27,2
3259,0,3,0,0,16889,45,31,0
3260,1,11,1,3,62077,17,37,1
3261,1,7,1,1,65775,22,36,2
3262,0,1,0,0,11733,25,21,0
3263,1,10,1,1,53690,36,31,0
3264,0,1,0,0,27890,40,23,1
3265,1,10,1,2,79220,16,27,2
3266,0,1,0,0,13916,24,9,0
3267,0,5,0,0,64533,33,25,2
3268,1,7,1,1,55262,18,22,2
3269,0,0,0,0,3160,25,7,0
3270,0,7,0,1,97941,30,23,1
3271,0,3,0,0,24516,20,14,1
3272,0,5,0,0,35720,51,37,1
3273,1,3,0,0,23437,19,41,0
3274,1,10,1,2,71384,13,37,1
3275,1,3,0,0,30704,9,22,1
3276,0,5,0,0,48247,34,25,1
3277,0,2,0,0,16685,26,14,0
3278,0,2,0,0,32366,39,19,2
3279,1,8,1,3,75016,19,24,2
3280,0,4,0,0,22624,35,14,0
3281,0,4,0,0,57703,47,31,1
3282,0,6,0,0,28610,51,28,0
3283,1,9,1,3,53895,15,32,2
3284,1,6,0,1,66577,24,33,1
3285,0,3,0,0,35964,30,28,2
3286,1,9,1,1,67031,27,45,1
3287,0,2,0,0,18696,41,27,0
3288,1,9,1,1,50196,29,50,2
3289,0,6,0,0,77472,32,27,2
3290,0,0,0,0,13537,34,16,0
3291,1,8,0,1,77922,44,31,1
3292,1,7,1,1,64660,26,31,2
3293,0,0,0,0,14555,24,9,0
3294,0,3,0,0,33095,42,24,0
3295,1,3,0,0,21899,8,22,0
3296,0,1,0,0,1749,52,33,0
3297,0,0,0,0,15404,23,7,0
3298,0,1,0,0,14065,35,10,0
3299,0,4,0,0,52637,27,32,0
3300,1,4,1,2,10004,31,46,0
3301,0,1,0,0,15035,26,12,0
3302,0,0,0,0,543,42,47,0
3303,1,4,1,3,10153,57,67,0
3304,1,4,0,0,36198,17,28,2
3305,0,1,0,0,2752,69,54,0
3306,1,11,1,3,77184,43,50,2
3307,0,0,0,0,10669,26,8,0
3308,0,6,1,1,75049,34,33,3
3309,1,4,1,1,9808,31,39,0
3310,0,1,0,0,18669,31,13,0
3311,1,5,0,0,28187,4,34,0
3312,0,1,0,0,15336,36,27,0
3313,0,6,0,0,57025,39,30,1
3314,1,9,1,3,73794,29,34,1
3315,0,5,0,0,45875,36,29,3
3316,0,1,0,0,37203,44,32,2
3317,0,4,1,2,9199,69,60,0
3318,1,9,1,2,79032,23,23,3
3319,1,10,1,2,74797,27,31,1
3320,0,7,1,1,42359,30,31,1
3321,0,1,0,0,17431,28,16,0
3322,0,4,0,0,38104,44,22,0
3323,0,4,0,0,50525,29,21,2
3324,0,4,0,0,32355,31,16,0
3325,1,9,1,2,77605,28,44,2
3326,0,4,0,0,47638,30,24,3
3327,0,4,0,0,26525,25,13,0
3328,1,9,1,3,102000,14,25,3
3329,0,6,0,0,72741,31,22,2
3330,1,10,1,2,75846,33,45,2
3331,1,8,1,1,86843,22,35,3
3332,0,3,0,0,31044,28,16,1
3333,0,3,0,0,41500,25,17,1
3334,1,10,1,2,18412,12,43,0
3335,0,1,0,0,22430,33,15,0
3336,0,2,0,0,35095,22,12,1
3337,0,1,0,0,1798,55,39,0
3338,1,10,1,2,42288,17,42,2
3339,0,3,0,0,42847,35,23,2
3340,1,8,1,1,68410,20,36,2
3341,1,7,1,1,31624,9,30,1
3342,0,5,0,0,35763,47,31,1
3343,0,0,0,0,8269,31,15,0
3344,1,8,1,1,80724,26,38,2
3345,0,3,0,0,13563,51,23,0
3346,1,8,0,1,77276,32,35,4
3347,1,10,1,2,92601,30,49,3
3348,0,3,0,0,24891,32,18,0
3349,1,8,1,1,45092,22,31,2
3350,1,7,0,0,41669,15,32,2
3351,0,4,0,0,40230,40,31,2
3352,1,8,1,1,52367,15,31,2
3353,0,3,0,0,21153,49,23,0
3354,0,1,0,0,2376,49,29,0
3355,1,4,0,0,32845,12,21,0
3356,1,11,1,3,75768,16,34,1
3357,1,1,0,0,25614,5,21,2
3358,1,7,1,1,38536,20,25,1
3359,0,1,0,0,19916,41,24,1
3360,1,9,1,2,29902,4,23,0
3361,0,3,0,0,39137,23,20,2
3362,1,7,1,1,72393,20,33,1
3363,1,3,0,0,20686,10,19,0
3364,1,6,1,1,31195,4,11,1
3365,0,0,0,0,2268,18,3,0
3366,1,5,0,0,60502,7,19,2
3367,1,9,1,1,47717,19,47,1
3368,1,10,1,2,50879,26,32,2
3369,0,2,1,2,4799,42,37,0
3370,1,0,0,0,594,1,0,0
3371,0,4,0,0,59929,27,18,3
3372,0,1,0,0,23299,37,21,0
3373,0,0,0,0,5304,38,15,0
3374,0,3,0,0,37908,39,23,0
3375,1,7,0,1,54822,23,23,2
3376,0,0,0,0,2763,20,4,0
3377,0,3,0,0,34075,38,19,1
3378,0,2,0,0,43077,46,35,1
3379,0,6,0,0,40462,37,28,1
3380,0,1,0,0,12280,35,20,0
3381,1,4,0,0,51208,15,30,2
3382,1,4,0,1,10534,35,50,0
3383,0,4,0,0,42120,38,31,2
3384,1,3,0,0,20451,10,27,1
3385,1,8,1,1,44761,19,33,2
3386,0,4,1,3,8355,56,60,0
3387,1,4,0,0,25851,8,24,1
3388,1,2,0,0,26358,6,16,2
3389,1,10,1,2,86896,32,30,2
3390,1,9,1,3,53797,19,50,2
3391,0,2,0,0,27309,39,25,1
3392,0,1,0,0,10035,29,21,0
3393,1,11,1,2,89316,14,40,3
3394,0,4,0,0,47222,33,20,1
3395,0,2,0,0,16507,31,20,1
3396,1,8,1,1,44720,34,42,1
3397,0,5,0,0,73692,47,19,1
3398,0,4,0,0,47210,39,30,3
3399,1,6,1,1,57982,17,27,1
3400,1,5,0,0,54526,15,34,3
3401,1,6,1,1,64725,31,28,2
3402,1,8,1,1,73274,22,32,1
3403,1,10,1,1,81386,21,42,3
3404,0,7,0,0,65887,29,24,2
3405,0,0,0,0,10319,19,7,0
3406,0,2,0,1,4919,58,49,0
3407,1,4,1,2,9785,56,67,0
3408,1,5,0,0,21174,3,17,1
3409,1,7,1,1,72158,16,32,3
3410,1,6,0,0,65771,19,33,4
3411,1,2,0,0,30057,21,30,1
3412,0,1,0,0,23663,25,9,1
3413,1,4,1,1,7348,42,55,0
3414,0,0,0,0,3600,24,2,0
3415,1,7,1,1,62970,31,52,1
3416,0,0,0,0,13570,30,10,1
3417,1,4,1,2,9448,41,41,0
3418,0,1,0,0,33079,45,32,0
3419,0,2,0,0,29456,28,20,1
3420,1,7,1,1,48563,12,31,2
3421,0,2,0,0,17025,24,7,0
3422,0,0,0,0,3221,34,11,0
3423,1,7,1,1,55410,29,37,2
3424,1,5,0,0,33289,10,23,2
3425,0,2,0,0,16035,19,8,1
3426,1,9,1,1,51923,7,33,2
3427,0,2,0,0,5138,59,50,0
3428,0,2,0,1,5413,53,50,0
3429,0,0,0,0,15076,36,14,0
3430,0,4,0,0,52265,33,22,2
3431,0,1,0,0,12889,14,7,0
3432,1,7,1,1,52605,13,32,2
3433,0,5,0,0,42292,34,37,3
3434,0,4,0,0,67992,30,35,3
3435,1,8,1,1,80360,23,30,3
3436,1,7,1,1,56156,10,39,2
3437,0,2,0,0,33637,28,15,0
3438,0,3,0,0,43740,26,20,1
3439,0,5,0,0,33532,23,22,0
3440,0,1,0,0,11782,21,14,0
3441,1,9,1,3,69055,24,38,2
3442,1,7,1,1,33488,5,27,1
3443,1,9,1,1,94634,24,35,3
3444,1,2,0,0,26199,1,16,1
3445,0,2,0,1,5859,45,39,0
3446,1,9,1,2,70422,12,27,4
3447,1,9,1,1,54909,25,49,0
3448,1,3,0,0,23969,12,24,1
3449,0,2,0,0,24219,33,15,0
3450,1,6,0,0,62201,18,35,3
3451,1,4,0,1,10416,47,45,0
3452,0,2,0,0,36843,26,10,1
3453,0,5,0,0,61928,27,34,3
3454,1,11,1,2,108888,17,22,2
3455,1,5,0,0,49577,25,36,1
3456,1,5,0,0,57668,14,35,2
3457,1,10,1,2,49638,20,47,2
3458,0,0,0,0,511,50,39,0
3459,1,9,1,3,68738,25,40,3
3460,1,7,1,1,50062,18,28,0
3461,1,6,1,1,62554,10,35,2
3462,0,1,0,0,12042,36,19,0
3463,1,4,0,1,10331,39,54,0
3464,1,4,1,2,8461,37,52,0
3465,1,9,1,1,90585,23,32,2
3466,0,0,0,0,4986,21,6,0
3467,0,2,0,0,16716,40,21,0
3468,0,0,0,0,1892,14,3,0
3469,0,2,0,0,14442,30,11,0
3470,1,7,1,1,56734,20,40,1
3471,0,1,0,0,19324,38,18,1
3472,0,0,0,0,9003,23,11,1
3473,1,5,1,1,58094,12,28,2
3474,0,1,0,0,10594,28,12,0
3475,1,8,1,1,62760,21,33,1
3476,1,9,0,1,76806,29,44,3
3477,1,9,1,1,72848,18,37,3
3478,0,7,1,1,69568,34,38,2
3479,1,6,1,1,52495,10,27,2
3480,1,8,1,1,54214,11,23,2
3481,1,7,1,1,68987,34,44,2
3482,1,10,1,1,67939,24,42,0
3483,1,6,0,0,65690,26,38,3
3484,0,0,0,0,434,43,27,0
3485,1,4,1,2,9342,40,52,0
3486,0,0,0,0,1683,30,23,0
3487,1,7,1,1,71683,32,38,4
3488,0,4,0,0,47431,51,36,3
3489,1,2,0,0,42626,35,32,0
3490,0,2,0,0,4934,36,21,0
3491,0,5,0,0,44007,36,38,1
3492,0,0,0,0,2380,59,48,0
3493,1,5,0,0,33204,8,24,2
3494,0,1,0,0,9478,36,15,0
3495,0,0,0,0,9604,33,16,0
3496,0,1,0,0,28197,22,8,2
3497,0,3,0,0,32376,20,11,0
3498,1,5,0,0,34057,7,19,1
3499,1,8,1,1,39718,6,22,1
3500,0,6,0,0,57550,34,34,1
3501,1,8,1,1,66470,27,31,2
3502,0,1,0,0,16112,42,20,0
3503,1,8,1,1,73121,33,30,1
3504,0,0,0,0,10930,16,11,0
3505,1,9,1,1,43482,12,38,2
3506,1,3,0,0,30847,9,28,0
3507,0,3,0,0,22515,39,23,0
3508,1,10,1,2,74629,28,50,2
3509,1,2,0,0,18183,8,23,0
3510,1,7,1,1,48683,18,27,2
3511,1,5,0,0,32248,6,19,1
3512,1,11,1,4,88632,36,47,3
3513,0,0,0,0,3589,25,6,0
3514,1,8,1,3,37147,31,43,1
3515,0,1,0,0,2571,40,28,0
3516,0,2,0,0,20066,50,33,1
3517,1,9,1,1,57576,18,42,2
3518,1,8,1,1,61813,18,24,1
3519,1,8,1,1,50485,10,23,1
3520,1,9,1,2,83172,19,24,3
3521,1,7,1,2,59030,29,37,1
3522,0,1,0,0,27092,31,14,1
3523,1,8,1,1,76492,28,42,2
3524,0,0,0,0,4350,20,7,0
3525,0,0,0,0,9355,39,14,0
3526,1,7,1,1,51724,22,30,1
3527,0,2,0,0,28581,34,16,0
3528,1,3,0,0,27900,3,22,2
3529,1,4,1,1,10199,46,41,0
3530,0,0,0,0,17865,24,8,0
3531,0,2,0,2,4336,72,54,0
3532,1,10,1,2,69603,19,27,1
3533,0,1,0,0,10799,18,12,1
3534,0,0,0,0,726,26,21,0
3535,0,1,0,0,20099,26,15,0
3536,0,6,0,0,21914,30,22,0
3537,1,9,1,2,72764,37,45,3
3538,1,4,0,0,33984,17,31,1
3539,1,9,1,2,66319,16,24,2
3540,1,10,1,2,47658,23,32,1
3541,1,5,0,0,42440,26,33,1
3542,1,6,1,1,51366,32,44,2
3543,0,2,0,0,44935,30,20,1
3544,1,8,1,1,33371,8,23,1
3545,0,2,0,0,16806,35,20,0
3546,0,2,0,0,15517,30,16,1
3547,1,4,1,1,10272,35,38,0
3548,0,0,0,0,8029,20,6,1
3549,1,7,1,1,33140,16,25,1
3550,1,3,1,1,10868,9,31,0
3551,0,1,0,0,16692,39,24,0
3552,0,3,1,1,6812,44,35,0
3553,1,3,0,0,25641,9,24,1
3554,1,4,0,0,17003,6,27,0
3555,0,3,0,0,40264,24,14,0
3556,1,4,0,0,28047,13,24,1
3557,1,6,0,0,65788,19,27,1
3558,0,2,0,0,18218,35,22,0
