,blueWins,blueTowerKills,blueFirstInhibitor,blueInhibitorKills,blueObjectDamageDealt,blueDeath,blueKills,blueDragonKills
9283,1,5,0,0,41186,12,24,1
9284,0,6,1,1,42587,26,20,1
9285,1,4,1,2,10521,53,69,0
9286,1,4,0,0,29525,18,30,2
9287,1,8,1,1,34082,7,28,0
9288,1,9,1,1,83445,30,45,3
9289,0,3,0,0,51377,31,28,1
9290,0,0,0,0,21276,32,15,1
9291,1,4,1,1,9300,42,51,0
9292,1,7,1,1,47913,33,35,1
9293,1,6,1,1,59578,12,25,3
9294,1,5,0,0,31891,8,27,2
9295,1,4,1,1,33642,22,33,1
9296,1,9,1,2,60273,23,38,1
9297,1,3,0,0,34930,13,19,1
9298,1,7,1,1,50780,43,24,1
9299,0,3,0,0,36232,29,28,0
9300,0,3,0,0,33334,28,19,1
9301,0,0,0,0,10794,13,7,0
9302,1,6,1,1,62271,18,28,3
9303,0,1,0,0,9519,26,12,0
9304,1,7,1,1,35271,16,37,1
9305,1,4,1,2,8286,35,41,0
9306,1,7,1,1,65770,35,46,2
9307,1,11,1,3,117756,37,38,4
9308,0,2,1,1,4225,63,57,0
9309,0,1,0,0,30697,26,11,0
9310,1,7,1,1,40954,24,33,2
9311,0,0,0,0,2253,29,6,0
9312,0,6,0,0,51325,31,18,2
9313,0,7,0,1,80102,54,50,2
9314,1,9,1,1,59546,15,35,2
9315,0,0,0,0,7607,46,17,0
9316,0,3,0,1,6167,56,56,0
9317,1,2,0,0,13294,4,16,1
9318,1,5,0,0,46872,11,31,2
9319,1,7,1,1,39231,6,25,2
9320,1,2,0,0,19701,4,19,1
9321,1,10,1,2,46899,10,29,2
9322,0,0,0,0,16102,23,13,1
9323,1,9,1,2,73929,14,40,4
9324,1,9,0,1,89535,43,46,4
9325,0,1,0,0,25002,41,33,0
9326,0,0,0,0,423,1,1,0
9327,1,5,1,1,35937,10,29,2
9328,0,4,0,0,41442,43,23,2
9329,1,2,1,1,6160,13,32,0
9330,0,6,0,0,47199,37,34,2
9331,0,3,0,0,40382,50,53,1
9332,0,0,0,0,62,21,12,0
9333,1,10,1,2,47196,40,49,3
9334,0,1,0,0,2297,42,30,0
9335,0,3,0,0,42472,40,23,1
9336,1,7,1,1,67586,21,33,3
9337,0,6,1,2,43567,35,33,1
9338,0,2,0,0,13510,27,14,0
9339,0,0,0,0,1581,3,1,0
9340,0,3,0,0,29645,20,15,1
9341,1,3,1,1,40571,43,45,0
9342,0,0,0,0,12332,39,18,1
9343,1,3,0,0,4580,5,26,0
9344,0,3,0,0,28762,13,6,0
9345,1,2,0,0,26454,9,19,1
9346,0,1,0,0,15897,47,18,0
9347,0,0,0,0,10867,33,10,0
9348,1,4,1,3,8942,40,58,0
9349,1,9,1,2,74194,18,41,3
9350,1,3,0,0,74076,13,28,3
9351,0,1,0,0,8124,38,13,0
9352,0,0,0,0,12875,25,7,1
9353,0,1,0,0,18068,31,9,1
9354,1,2,0,0,23662,7,22,2
9355,0,2,0,0,14008,34,19,2
9356,1,8,1,1,77072,43,41,2
9357,0,2,0,0,29009,32,14,1
9358,0,5,0,0,51937,51,24,0
9359,1,7,1,1,44413,15,27,3
9360,0,0,0,0,12179,33,13,1
9361,0,2,0,0,27780,25,15,1
9362,1,4,1,3,8315,53,53,0
9363,0,5,0,0,78823,39,35,2
9364,1,6,1,1,70607,17,39,4
9365,0,3,0,0,35327,41,21,1
9366,0,2,0,0,5049,57,45,0
9367,1,10,1,2,74444,23,42,4
9368,1,6,1,1,49711,17,32,2
9369,0,1,0,0,3373,51,32,0
9370,1,0,0,0,8802,10,12,1
9371,1,7,1,1,60889,42,33,1
9372,0,3,0,0,24549,35,17,0
9373,0,0,0,0,708,44,29,0
9374,0,4,1,1,7974,55,55,0
9375,1,9,1,1,65112,21,23,1
9376,1,7,1,1,40742,8,16,0
9377,0,1,0,0,2436,61,42,0
9378,0,4,0,0,57166,37,41,3
9379,1,4,1,3,8931,42,56,0
9380,0,5,0,0,27368,30,16,0
9381,1,2,0,0,11013,7,15,0
9382,1,9,1,1,70621,16,38,2
9383,0,1,0,0,17921,62,42,2
9384,0,1,0,0,24880,38,30,1
9385,1,10,1,3,93107,35,47,2
9386,0,5,0,0,58233,31,23,1
9387,0,1,0,0,3290,45,41,0
9388,0,2,0,0,4473,39,26,0
9389,1,9,1,2,69823,6,23,3
9390,1,4,1,1,7741,32,45,0
9391,1,10,1,2,71788,14,34,3
9392,1,11,1,1,47505,19,42,1
9393,0,3,0,0,74351,41,24,1
9394,0,0,0,0,5275,27,15,0
9395,1,5,0,0,42765,14,32,1
9396,1,6,1,1,52190,14,33,3
9397,1,8,1,1,42815,2,25,2
9398,1,3,1,2,32210,25,38,0
9399,1,6,1,1,58682,9,19,2
9400,1,3,0,0,24148,4,13,1
9401,0,4,0,0,65302,56,54,3
9402,1,6,0,0,71923,15,31,2
9403,1,4,1,2,9317,42,37,0
9404,0,1,0,0,13830,28,12,1
9405,1,9,1,2,66721,21,37,1
9406,0,0,0,0,1939,21,6,0
9407,1,3,1,1,25749,13,36,0
9408,0,11,1,3,84176,31,32,3
9409,1,8,1,2,57251,19,43,1
9410,1,9,1,3,87650,34,47,2
9411,1,7,1,1,58687,14,30,3
9412,1,5,0,0,65822,12,23,3
9413,0,9,1,4,112235,59,47,2
9414,0,4,0,0,44047,26,15,0
9415,1,9,1,1,58598,13,41,0
9416,1,4,0,1,12984,46,49,0
9417,0,3,0,1,7366,59,55,0
9418,0,0,0,0,0,38,26,0
9419,1,8,1,1,49169,22,23,1
9420,0,7,0,0,77074,40,40,1
9421,1,10,1,2,96819,25,41,4
9422,1,10,1,2,67625,17,32,1
9423,1,10,1,2,68454,30,49,3
9424,0,5,1,1,32275,44,38,0
9425,0,0,0,0,10086,29,8,0
9426,0,3,0,0,47755,42,31,1
9427,0,0,0,0,8644,47,27,0
9428,0,1,0,0,11523,37,26,0
9429,1,10,1,2,91956,24,34,2
9430,1,4,0,0,38306,22,24,1
9431,0,2,0,0,17989,31,17,0
9432,1,4,1,1,9602,27,33,0
9433,0,0,0,0,916,57,34,0
9434,0,4,0,1,9469,59,71,0
9435,0,2,0,0,29391,25,15,2
9436,1,11,1,1,56364,37,34,1
9437,0,5,0,0,77540,34,16,3
9438,1,3,0,0,40365,13,16,1
9439,1,5,0,0,39610,9,19,1
9440,0,8,0,2,41114,30,26,1
9441,1,7,1,1,48663,38,40,1
9442,1,4,0,0,49220,21,40,2
9443,1,8,1,1,61548,21,61,2
9444,0,2,0,0,16131,33,21,1
9445,0,4,1,1,10127,53,55,0
9446,1,7,1,1,67841,18,38,2
9447,1,9,1,1,58965,29,43,1
9448,1,8,1,1,33375,8,26,1
9449,1,7,1,1,54618,17,38,2
9450,0,5,0,0,50988,41,25,1
9451,0,2,0,0,24024,31,23,0
9452,1,1,0,0,2972,8,20,0
9453,1,9,1,2,59384,20,23,1
9454,1,8,1,1,66591,24,32,2
9455,1,7,1,1,60330,24,37,1
9456,1,7,1,1,60873,14,32,3
9457,1,4,0,0,34854,32,40,1
9458,1,7,1,1,60706,14,30,2
9459,1,9,1,2,73855,19,40,3
9460,0,1,0,0,13305,47,19,0
9461,0,0,0,0,11907,32,16,1
9462,1,9,1,1,76588,14,43,4
9463,1,6,1,1,42578,18,28,1
9464,0,1,0,0,15082,17,8,0
9465,1,3,1,1,38167,26,49,0
9466,0,3,0,0,35336,47,18,0
9467,0,4,0,0,47408,47,29,1
9468,1,7,1,1,61959,28,35,3
9469,1,4,0,0,34197,13,18,2
9470,1,2,0,0,26034,7,13,2
9471,0,1,0,0,2442,80,50,0
9472,0,0,0,0,0,2,0,0
9473,1,5,1,1,37773,14,25,2
9474,0,1,0,0,19770,30,15,1
9475,0,0,0,0,19779,24,13,2
9476,1,7,0,2,124045,34,36,5
9477,1,4,0,0,33689,10,22,2
9478,0,1,0,0,22485,30,19,2
9479,1,8,1,1,41307,16,28,1
9480,1,4,1,3,9216,49,64,0
9481,0,6,0,0,80001,34,29,3
9482,0,4,1,1,8135,61,69,0
9483,1,9,1,2,57329,19,27,2
9484,1,4,1,3,7596,42,66,0
9485,1,3,0,0,24222,8,24,1
9486,0,0,0,0,4979,37,17,0
9487,1,4,1,2,7271,29,56,0
9488,0,1,0,0,19694,43,18,0
9489,0,1,0,0,13315,32,9,1
9490,0,4,0,0,48603,37,21,2
9491,1,10,1,2,45383,10,32,2
9492,1,7,0,1,73561,32,34,1
9493,0,1,0,0,14325,26,11,1
9494,0,4,0,0,44752,35,26,1
9495,1,4,0,0,39145,18,34,0
9496,0,2,0,0,37017,28,26,1
9497,1,2,1,1,5547,21,22,0
9498,1,7,1,1,71611,28,34,2
9499,1,6,1,1,61052,17,28,2
9500,1,3,0,0,33069,3,14,1
9501,0,1,0,0,27565,27,14,0
9502,1,3,0,0,39441,21,28,1
9503,0,2,0,1,5439,53,46,0
9504,1,9,1,1,61716,20,39,1
9505,0,1,0,0,2696,42,27,0
9506,0,8,0,1,67580,48,46,3
9507,0,4,0,0,46377,33,28,0
9508,1,9,1,2,55612,14,25,1
9509,1,9,1,1,68091,22,24,2
9510,1,9,1,1,30319,10,37,1
9511,1,6,1,1,66576,7,27,2
9512,0,1,0,0,13359,24,4,0
9513,1,7,1,1,61888,10,25,1
9514,0,3,0,0,17480,38,26,0
9515,0,3,0,0,38823,42,24,1
9516,0,1,0,0,18243,23,6,0
9517,1,1,0,0,23329,9,21,0
9518,0,1,0,0,8976,20,10,1
9519,1,6,0,0,62947,12,19,1
9520,0,2,0,0,16111,33,9,0
9521,0,1,0,0,20967,29,13,0
9522,1,1,0,0,21995,7,11,2
9523,1,8,1,1,67181,29,45,4
9524,1,8,1,1,64450,26,36,1
9525,0,1,0,0,10088,35,19,0
9526,0,2,0,0,5660,61,49,0
9527,0,1,0,0,2386,29,23,0
9528,1,6,1,1,63227,25,29,2
9529,1,9,1,2,70995,15,24,2
9530,0,3,0,0,40648,39,25,1
9531,1,7,1,1,67931,17,33,3
9532,0,7,1,4,62673,33,33,3
9533,1,2,0,0,15636,7,20,1
9534,0,0,0,0,8522,40,13,0
9535,1,9,1,2,65786,21,35,2
9536,0,5,0,0,47294,42,40,2
9537,0,0,0,0,22283,30,13,1
9538,0,0,0,0,11010,30,13,1
9539,1,4,1,2,7662,51,49,0
9540,0,3,0,0,31574,31,19,1
9541,0,2,0,0,34472,24,15,2
9542,0,5,0,0,37880,28,21,0
9543,0,1,0,0,13670,15,6,0
9544,0,3,0,0,35780,46,20,1
9545,0,2,0,0,19070,34,19,0
9546,0,0,0,0,12473,20,9,0
9547,1,2,0,0,17622,8,21,0
9548,1,5,0,0,64087,13,31,2
9549,1,5,0,0,48723,13,22,1
9550,1,4,0,1,9850,39,42,0
9551,1,8,1,1,61391,23,38,2
9552,1,9,1,2,81878,15,25,2
9553,1,8,1,1,48533,22,40,2
9554,0,2,0,0,20893,46,17,0
9555,0,5,0,0,56525,35,24,2
9556,1,11,1,3,62588,8,31,2
9557,0,1,0,0,11362,45,14,0
9558,1,9,1,1,47529,9,31,2
9559,1,5,0,0,70169,20,35,3
9560,1,8,1,1,66820,22,34,2
9561,1,8,1,1,68490,14,21,2
9562,0,0,0,0,4331,23,7,0
9563,0,2,0,0,16899,28,20,0
9564,1,8,1,1,59169,17,23,2
9565,1,8,1,1,92026,24,36,2
9566,1,5,0,0,64599,7,20,1
9567,0,2,0,0,31518,31,24,1
9568,1,10,1,1,55942,15,32,1
9569,0,5,0,0,45000,34,25,2
9570,1,4,1,2,9694,33,55,0
9571,0,3,0,0,20786,16,6,0
9572,0,4,0,0,53046,34,31,1
9573,1,9,0,1,84476,30,40,2
9574,1,7,0,0,65054,19,41,4
9575,1,3,0,0,48653,12,31,2
9576,1,8,1,2,80586,35,37,2
9577,0,0,0,0,0,54,45,0
9578,0,3,0,0,50849,43,33,1
9579,0,4,0,0,46124,41,31,1
9580,0,2,0,0,33064,29,20,0
9581,1,2,0,0,44752,14,22,2
9582,0,2,0,0,16473,34,17,0
9583,1,4,0,0,28516,5,20,1
9584,0,1,0,0,11410,53,23,0
9585,0,0,0,0,3845,20,3,0
9586,0,2,1,3,6737,79,65,0
9587,0,2,1,1,5323,66,53,0
9588,1,10,1,1,70941,44,53,2
9589,1,6,1,1,79302,32,35,3
9590,0,0,0,0,876,28,22,0
9591,1,10,1,1,83527,12,26,3
9592,0,0,0,0,10576,30,12,1
9593,0,4,0,0,24652,31,28,0
9594,0,1,0,0,2843,56,46,0
9595,1,8,1,1,62062,15,32,2
9596,0,6,1,1,62894,60,45,3
9597,0,2,0,0,13216,38,37,0
9598,1,9,1,1,62780,36,28,0
9599,1,8,1,1,75641,13,33,2
9600,0,9,1,1,74815,32,34,3
9601,1,10,1,2,70074,22,34,2
9602,0,2,0,0,20201,29,13,1
9603,0,0,0,0,9758,31,4,0
9604,1,8,1,1,85434,23,44,2
9605,1,8,1,1,59340,15,17,2
9606,0,3,0,0,18048,30,12,1
9607,1,8,1,1,90955,34,44,3
9608,0,2,0,0,23370,28,20,2
9609,0,3,0,0,49504,39,36,0
9610,1,4,0,0,38561,15,23,2
9611,0,1,0,0,3231,26,25,0
9612,0,2,0,0,14719,23,20,0
9613,1,11,1,3,75061,22,34,2
9614,0,0,0,0,3379,30,10,0
9615,1,8,1,1,48514,17,33,1
9616,1,7,0,0,70131,13,24,3
9617,1,4,1,1,60465,14,26,3
9618,1,3,0,0,21029,3,19,1
9619,1,9,1,1,96716,21,29,3
9620,0,0,0,0,1088,26,6,0
9621,1,9,1,2,66683,14,28,3
9622,1,6,0,0,67996,19,37,3
9623,1,4,1,3,9116,55,51,0
9624,0,2,0,1,4619,55,56,0
9625,1,8,1,1,29894,18,29,1
9626,0,2,0,0,32059,30,28,1
9627,1,3,0,0,22879,14,25,1
9628,1,5,1,1,48622,15,34,0
9629,1,7,1,1,61165,16,33,2
9630,0,3,0,0,30307,32,25,0
9631,0,0,0,0,11222,21,6,0
9632,0,5,1,1,84850,41,42,2
9633,0,4,0,0,56176,42,23,1
9634,0,3,0,0,27357,31,12,1
9635,1,10,1,3,67672,26,36,2
9636,0,0,0,0,6192,32,17,0
9637,0,3,1,2,6420,49,50,0
9638,1,8,1,2,64999,18,27,2
9639,0,0,0,0,12019,31,15,0
9640,1,6,0,1,64842,38,40,1
9641,1,4,1,1,19173,31,49,0
9642,1,3,0,0,21575,15,21,1
9643,1,4,0,0,72951,11,21,2
9644,0,2,0,0,5142,56,55,0
9645,0,1,0,0,3328,43,33,0
9646,1,11,1,4,75546,19,32,1
9647,0,0,0,0,10401,25,13,1
9648,0,2,1,1,5457,57,60,0
9649,0,5,1,1,65095,34,34,2
9650,1,4,0,0,22343,7,21,0
9651,0,2,0,0,26171,35,20,1
9652,0,0,0,0,7811,32,6,0
9653,1,7,1,1,54991,19,34,3
9654,0,1,0,0,6020,22,8,0
9655,1,8,1,1,48880,24,35,1
9656,0,0,0,0,1767,38,34,0
9657,1,10,1,2,49193,19,37,1
9658,1,9,1,1,34973,19,53,1
9659,0,5,0,0,42056,34,18,0
9660,1,6,0,0,63255,12,27,1
9661,1,6,1,1,25338,5,18,1
9662,1,4,1,1,9977,26,35,0
9663,1,2,0,0,33673,9,27,3
9664,1,8,1,1,74231,20,37,2
9665,0,0,0,0,6796,20,9,0
9666,1,4,1,1,10421,36,52,0
9667,1,7,1,1,72110,24,37,4
9668,0,1,0,0,10596,31,15,0
9669,0,2,0,0,26329,37,16,2
9670,0,3,0,0,30369,30,16,2
9671,0,6,1,2,71311,42,36,1
9672,1,7,1,1,71957,17,31,2
9673,1,9,1,2,91557,25,47,4
9674,1,7,1,1,69908,21,40,4
9675,0,2,0,0,23949,42,21,2
9676,0,3,0,0,13152,25,21,0
9677,0,1,0,0,2309,51,41,0
9678,1,4,1,2,8880,45,67,0
9679,1,7,1,1,59287,17,28,2
9680,0,3,0,0,25887,32,14,0
9681,1,9,1,2,47410,12,22,1
9682,0,0,0,0,6660,23,6,0
9683,1,5,0,0,32383,7,22,2
9684,0,1,0,0,11373,24,8,0
9685,0,4,0,0,41605,33,27,1
9686,1,7,1,2,64685,14,34,1
9687,0,4,0,0,54177,46,28,0
9688,0,2,0,2,6478,66,41,0
9689,0,1,0,0,17141,36,18,0
9690,0,2,0,0,26132,27,24,1
9691,1,4,0,0,24298,9,25,1
9692,0,2,0,0,33403,36,25,0
9693,0,3,0,0,45875,36,27,0
9694,0,1,0,0,21241,21,13,1
9695,0,2,1,3,4204,65,62,0
9696,1,4,0,2,10441,52,49,0
9697,0,1,0,0,2468,61,47,0
9698,0,0,0,0,2814,19,8,0
9699,0,6,1,1,41306,25,23,0
9700,0,5,0,0,55497,37,23,2
9701,1,9,1,2,67204,18,35,2
9702,1,10,1,1,68977,19,32,4
9703,1,8,0,0,41006,17,36,1
9704,1,4,1,2,8430,39,56,0
9705,1,7,0,0,39199,16,30,0
9706,1,5,1,1,46925,20,33,2
9707,1,4,1,1,9145,36,52,0
9708,0,1,0,0,28866,26,12,0
9709,0,0,0,0,15034,46,35,1
9710,1,4,0,0,43464,15,31,2
9711,1,10,1,2,50304,14,36,1
9712,0,0,0,0,20518,47,28,0
9713,1,8,1,1,65660,20,27,3
9714,0,0,0,0,15411,25,15,0
9715,0,5,1,1,72942,36,25,2
9716,1,5,1,1,22738,2,17,1
9717,0,3,0,0,26387,32,19,0
9718,1,5,0,0,79459,32,43,4
9719,1,9,1,2,77740,20,34,2
9720,0,1,0,0,17164,22,8,1
9721,1,8,1,1,34275,4,33,2
9722,1,9,1,1,65888,35,45,2
9723,1,0,0,0,10289,3,4,1
9724,0,6,0,0,63181,34,28,1
9725,1,7,1,2,71809,15,22,3
9726,1,3,1,1,25741,44,53,0
9727,1,9,1,1,60805,20,30,2
9728,1,8,1,1,44493,13,35,1
9729,0,0,0,0,11581,30,11,0
9730,1,4,0,0,25384,8,18,1
9731,0,5,0,0,57015,41,32,3
9732,0,3,0,0,43850,39,32,2
9733,0,2,0,0,40956,25,24,1
9734,0,3,0,0,20576,31,18,0
9735,1,5,0,0,34149,9,24,1
9736,0,5,0,0,22736,25,14,1
9737,0,0,0,0,0,39,22,0
9738,1,5,1,1,42249,13,25,2
9739,1,3,0,0,7122,7,22,0
9740,1,1,0,0,17897,10,25,0
9741,1,8,0,1,96044,55,34,3
9742,1,9,1,1,74138,27,36,3
9743,0,1,0,0,2513,40,31,0
9744,0,1,0,0,12418,28,13,1
9745,1,2,1,1,6178,21,34,0
9746,1,8,1,1,31974,12,34,0
9747,1,3,0,0,18913,8,33,0
9748,1,4,0,0,30035,15,26,1
9749,0,1,0,0,18872,25,12,1
9750,1,7,0,1,51894,33,34,0
9751,1,4,0,0,33210,9,24,2
9752,1,6,1,1,48455,15,32,2
9753,0,5,0,0,37492,29,19,1
9754,0,2,0,0,27834,29,19,0
9755,1,4,1,4,8285,68,83,0
9756,1,4,0,0,20494,3,20,1
9757,1,9,1,1,45664,5,28,1
9758,0,1,0,0,13537,22,13,1
9759,0,0,0,0,12320,23,7,1
9760,0,3,0,0,16337,34,22,0
9761,1,0,0,0,173,1,0,0
9762,1,1,0,0,12846,7,17,1
9763,1,4,1,1,9794,51,58,0
9764,1,2,0,1,5087,48,47,0
9765,0,6,1,1,55322,30,25,2
9766,1,8,1,1,79058,21,33,0
9767,1,10,1,2,75827,26,35,2
9768,0,1,0,0,31229,22,9,0
9769,1,7,1,1,28101,9,30,1
9770,1,11,1,4,80873,23,31,1
9771,0,3,0,0,25003,38,21,2
9772,0,1,0,0,12713,31,9,0
9773,1,5,0,0,27900,4,21,1
9774,1,7,1,1,66418,20,28,1
9775,1,7,1,1,43884,20,36,1
9776,0,2,0,0,4983,70,61,0
9777,1,4,1,3,8564,41,71,0
9778,1,4,1,1,10616,39,47,0
9779,0,8,0,1,70309,43,29,2
9780,1,4,1,2,10398,49,55,0
9781,0,5,1,1,45470,45,35,2
9782,1,9,1,2,58925,17,36,2
9783,0,0,0,0,930,51,45,0
9784,1,6,1,1,53418,12,30,3
9785,0,3,0,0,56145,36,21,1
9786,1,7,1,1,51241,34,43,0
9787,1,6,1,1,52685,25,37,2
9788,1,3,0,0,33243,6,22,1
9789,0,1,0,0,21328,29,10,2
9790,0,3,0,0,28684,33,30,0
9791,1,4,0,0,31669,13,28,1
9792,0,2,0,0,24806,34,25,2
9793,1,4,1,3,6901,24,51,0
9794,0,2,0,1,6048,41,34,0
9795,1,5,0,0,62737,8,20,2
9796,0,5,0,0,48542,32,23,1
9797,1,7,1,2,109270,33,49,3
9798,1,6,1,1,63825,24,32,1
9799,1,8,1,1,60152,27,36,3
9800,1,6,0,0,39397,33,38,2
9801,1,3,0,0,20023,17,22,2
9802,0,3,0,0,30187,40,20,1
9803,1,7,1,1,54458,28,33,1
9804,0,1,0,0,14276,26,16,0
9805,0,0,0,0,7291,25,10,0
9806,1,8,1,1,46644,19,27,0
9807,1,7,1,1,44708,17,33,3
9808,0,0,0,0,10745,30,7,0
9809,1,8,1,1,42869,9,30,0
9810,0,0,0,0,18772,37,19,1
9811,1,8,1,1,48697,8,21,1
9812,1,10,1,1,48526,9,21,1
9813,0,7,1,1,55267,32,28,1
9814,0,0,0,0,24397,32,13,1
9815,0,1,0,0,10796,18,11,1
9816,0,1,0,0,10226,48,13,0
9817,1,9,1,2,77287,18,32,3
9818,0,0,0,0,4917,23,5,1
9819,1,6,1,1,30053,10,17,1
9820,1,5,1,1,44809,19,40,2
9821,1,2,0,0,22321,4,21,2
9822,0,2,0,0,25018,31,24,0
9823,1,6,0,0,21559,8,21,0
9824,0,11,1,2,71171,24,30,2
9825,0,3,0,0,22694,41,30,0
9826,1,7,1,1,80951,22,34,2
9827,1,7,1,1,72194,24,34,4
9828,1,3,0,0,23331,12,20,0
9829,0,2,0,0,33958,36,31,2
9830,0,3,0,0,26974,32,26,1
9831,0,0,0,0,7242,25,14,0
9832,0,0,0,0,6271,22,6,0
9833,0,2,0,0,19964,37,23,0
9834,0,1,0,0,31746,32,27,3
9835,0,7,1,2,51654,35,21,0
9836,1,4,1,3,8785,49,53,0
9837,1,7,1,1,96777,45,43,3
9838,1,4,0,2,9233,68,57,0
9839,0,2,0,0,13705,24,12,0
9840,0,1,0,0,19674,16,9,2
9841,0,0,0,0,841,63,48,0
9842,0,1,0,0,28190,22,11,0
9843,1,4,1,2,8596,47,56,0
9844,1,6,1,1,53002,28,36,3
9845,1,7,1,1,60012,13,27,1
9846,0,1,0,0,26590,30,16,2
9847,0,1,0,0,13717,26,8,0
9848,1,7,1,1,26841,4,20,0
9849,1,10,1,2,74213,23,29,1
9850,1,10,1,2,67224,16,33,2
9851,0,2,0,0,4945,45,35,0
9852,1,7,1,1,44264,35,39,1
9853,0,3,0,0,32347,33,28,1
9854,1,7,1,1,55595,32,41,2
9855,1,5,0,0,67220,40,40,0
9856,0,4,0,0,41422,31,18,2
9857,0,2,0,0,5309,63,51,0
9858,1,8,1,1,36624,6,21,1
9859,0,3,0,0,35770,37,25,1
9860,1,0,0,0,6958,8,17,0
9861,1,4,1,1,18051,22,39,0
9862,0,1,0,0,11509,32,10,0
9863,0,0,0,0,12292,29,15,0
9864,0,4,0,0,32177,28,28,1
9865,0,2,0,0,27791,33,10,0
9866,0,1,0,0,10116,43,24,1
9867,1,4,0,2,9948,59,43,0
9868,1,6,1,1,36451,10,32,1
9869,0,3,0,0,49023,27,23,3
9870,1,4,1,2,10077,51,51,0
9871,1,9,0,2,80550,26,23,4
9872,1,8,1,1,45848,9,31,3
9873,0,6,0,1,129722,37,46,5
9874,1,3,0,0,36086,14,28,2
9875,0,10,1,1,70662,33,31,1
9876,1,8,1,1,64812,41,38,2
9877,1,4,1,1,8979,18,30,0
9878,0,1,0,0,6455,29,13,0
9879,0,1,0,0,2620,47,37,0
9880,1,5,0,0,42234,11,31,1
9881,0,2,0,0,28675,33,19,1
9882,0,3,0,0,28535,35,29,2
9883,1,8,1,2,77019,28,38,2
9884,1,3,0,0,31662,8,22,2
9885,1,2,0,0,29654,16,31,2
9886,0,3,0,0,39203,38,23,2
9887,1,10,1,2,58025,9,28,1
9888,1,9,1,1,82203,21,26,3
9889,0,1,0,0,13922,38,18,0
9890,0,8,0,1,49231,49,25,1
9891,0,5,1,1,52277,28,21,2
9892,1,4,0,0,43938,9,26,2
9893,1,3,0,0,31340,19,33,2
9894,1,10,1,2,60034,20,32,2
9895,0,3,0,0,20588,21,18,0
9896,1,7,1,1,56842,15,29,1
9897,1,8,1,1,49880,24,36,3
9898,1,2,0,0,19084,4,23,1
9899,0,7,0,1,62080,36,35,2
9900,1,6,0,0,60481,10,22,1
9901,1,5,0,0,38248,8,30,2
9902,1,5,1,1,56618,13,24,1
9903,0,6,0,0,67746,26,27,3
9904,0,2,0,0,19826,39,18,2
9905,0,3,0,0,28420,21,6,0
9906,0,1,0,0,17560,23,21,1
9907,0,2,0,0,42095,35,25,2
9908,1,5,0,0,35748,14,28,2
9909,1,8,1,1,99394,21,38,2
9910,1,7,0,0,46116,11,29,2
9911,1,4,1,1,9453,38,41,0
9912,1,4,0,0,29729,12,33,2
9913,1,3,0,0,58232,31,37,4
9914,0,0,0,0,470,31,25,0
9915,0,3,0,0,23940,26,16,0
9916,0,1,0,0,4249,60,56,0
9917,0,4,0,0,23001,33,19,2
9918,0,0,0,0,5016,30,11,0
9919,1,7,1,1,36233,14,32,1
9920,0,4,0,0,41929,38,26,3
9921,0,0,0,0,22446,41,25,0
9922,0,5,1,1,42542,31,21,1
9923,1,4,1,1,10145,37,43,0
9924,0,3,0,0,55736,24,10,2
9925,1,7,0,1,68999,35,45,1
9926,0,2,0,0,26132,29,14,0
9927,1,2,0,0,25982,10,24,2
9928,0,0,0,0,12105,18,5,0
9929,0,0,0,0,11169,24,15,0
9930,1,8,1,1,56976,28,30,1
9931,1,7,1,1,63474,28,32,2
9932,0,0,0,0,1364,51,17,0
9933,0,2,0,1,5274,37,42,0
9934,1,6,1,1,80856,26,40,3
9935,1,4,1,2,7651,56,60,0
9936,1,4,0,0,71715,25,38,3
9937,1,5,1,1,47234,17,44,1
9938,0,7,0,0,95024,29,31,4
9939,0,2,1,2,6966,47,40,0
9940,0,1,0,0,13621,23,13,0
9941,0,1,0,0,15851,31,13,1
9942,1,4,1,2,8771,62,86,0
9943,0,3,0,0,28668,30,13,1
9944,0,1,0,0,7872,28,12,0
9945,0,3,0,0,34015,26,16,0
9946,1,5,1,1,46631,22,38,2
9947,0,0,0,0,6876,28,8,0
9948,1,9,1,1,46344,17,30,0
9949,0,0,0,0,0,1,2,0
9950,1,5,0,0,66383,11,16,3
9951,0,3,0,0,38973,43,31,3
9952,0,2,0,1,5274,37,42,0
9953,1,6,1,1,80856,26,40,3
9954,1,4,1,2,7651,56,60,0
9955,1,4,0,0,71715,25,38,3
9956,1,5,1,1,47234,17,44,1
9957,0,7,0,0,95024,29,31,4
9958,0,2,1,2,6966,47,40,0
9959,0,1,0,0,13621,23,13,0
9960,0,1,0,0,15851,31,13,1
9961,1,4,1,2,8771,62,86,0
9962,0,3,0,0,28668,30,13,1
9963,0,1,0,0,7872,28,12,0
9964,0,3,0,0,34015,26,16,0
9965,1,5,1,1,46631,22,38,2
9966,0,0,0,0,6876,28,8,0
9967,1,9,1,1,46344,17,30,0
9968,0,0,0,0,0,1,2,0
9969,1,5,0,0,66383,11,16,3
9970,0,3,0,0,38973,43,31,3
9971,0,2,0,0,16149,26,11,0
9972,1,3,0,0,14039,7,8,0
9973,1,9,1,2,65472,21,32,3
9974,0,0,0,0,1319,20,7,0
9975,0,6,1,1,50538,40,42,1
9976,1,2,0,0,15846,4,16,0
9977,1,9,1,2,64891,17,34,2
9978,0,1,0,0,29940,19,11,1
9979,0,1,0,0,29667,19,15,0
