날짜,시도,측정소명,측정소코드,아황산가스,일산화탄소,오존,이산화질소,PM10,PM2.5
2020-05-15 14,부산 중구,광복동,221112,.004,.3,.036,.016,24,18
2020-05-15 15,부산 중구,광복동,221112,.004,.3,.035,.016,20,12
2020-05-15 16,부산 중구,광복동,221112,.003,.4,.042,.011,13,13
2020-05-15 17,부산 중구,광복동,221112,.003,.3,.043,.011,13,10
2020-05-15 18,부산 중구,광복동,221112,.003,.4,.043,.01,13,5
2020-05-15 19,부산 중구,광복동,221112,.003,.4,.031,.015,11,6
2020-05-15 20,부산 중구,광복동,221112,.003,.4,.022,.02,11,9
2020-05-15 21,부산 중구,광복동,221112,.003,.4,.028,.014,16,12
2020-05-15 22,부산 중구,광복동,221112,.003,.4,.028,.013,14,14
2020-05-15 23,부산 중구,광복동,221112,.003,.4,.019,.019,15,13
2020-05-15 24,부산 중구,광복동,221112,.003,.4,.011,.023,20,13
2020-05-16 01,부산 중구,광복동,221112,.003,.5,.01,.022,23,18
2020-05-16 02,부산 중구,광복동,221112,.003,.4,.009,.022,26,17
2020-05-16 03,부산 중구,광복동,221112,.003,.5,.005,.023,29,19
2020-05-16 04,부산 중구,광복동,221112,.003,.5,.006,.02,23,20
2020-05-16 05,부산 중구,광복동,221112,.003,.5,.003,.021,26,17
2020-05-16 06,부산 중구,광복동,221112,.004,.4,.003,.02,26,17
2020-05-16 07,부산 중구,광복동,221112,.003,.4,.006,.02,40,24
2020-05-16 08,부산 중구,광복동,221112,.003,.5,.007,.018,31,22
2020-05-16 09,부산 중구,광복동,221112,.004,.5,.006,.019,39,29
2020-05-16 10,부산 중구,광복동,221112,.004,.5,.009,.019,59,41
